_ArtworkIDpk,_ArtistIDpk,ART_TITLE,ARTIST_ MAKER _ AUTHOR,DATE_text,DETAILS_label,_ExhIDfk,Exhibition::EXHIBITION TITLE
3469,1168,Eva Rubenstein Dreaming Of Her Children,Duane Michals,1972,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3470,1168,Self-Portrait As A Devil On The Occasion Of My Fortieth Birthday,Duane Michals,1972,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3471,1168,Henri Cluzot,Duane Michals,1972,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3472,1168,Self-Portrait Shaking Hands With My Father,Duane Michals,1973,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3473,1168,Homage To Puvis De Chavannes,Duane Michals,1977,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3474,1168,Jeff Greenfield (3 Exposures),Duane Michals,1978,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3475,1168,Richard Gere,Duane Michals,1979,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3476,1168,Castelbajac (2 Exposures),Duane Michals,1979,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3477,1168,Michael Pickle (2 Exposures),Duane Michals,1980,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3478,1168,Maxwell Caulfield (2 Exposures),Duane Michals,1981,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3479,1168,Something From Nothing,Duane Michals,1981,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3480,1168,Jan Stuart (4 Exposures),Duane Michals,1981,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3481,1168,Truffraut,Duane Michals,1981,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3482,1168,Hendrikus Bos,Duane Michals,1981,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3483,1168,America,Duane Michals,1981,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3484,1168,Robert Stracich & Duane Michals (3 Exposures),Duane Michals,1982,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3485,1168,The Friends (2 Exposures),Duane Michals,1982,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3486,1168,Jamie Paul Hill (3 Exposures),Duane Michals,1982,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3487,1168,Portrait Of The Injured Photographer By Paul Hill (2 Exposures),Duane Michals,1982,Photograph Portraits,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3488,1168,Duane Duck,Duane Michals,1984,Photograph Portraits And Figures,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3489,1168,The Woman Is Frightened By The Door (5 Photographs),Duane Michals,1966,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3490,1168,A Man Going To Heaven (5 Photographs),Duane Michals,1967,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3491,1168,The Spirit Leaves The Body (7 Photographs),Duane Michals,1968,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3492,1168,Paradise Regained (6 Photographs),Duane Michals,1968,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3493,1168,The Fallen Angel (8 Photographs),Duane Michals,1968,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3494,1168,The Human Condition (7 Photographs),Duane Michals,1969,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3495,1168,I Remember The Argument (7 Photographs),Duane Michals,1970,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3496,1168,Chance Meeting (6 Photographs),Duane Michals,1970,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3497,1168,Margaret Finds A Box (8 Photographs),Duane Michals,1971,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3498,1168,The True Identity Of Man (4 Photographs),Duane Michals,1972,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3499,1168,Things Are Queer (9 Photographs),Duane Michals,1973,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3500,1168,Self Portralt As Someone Else (2 Photographs),Duane Michals,1973,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3501,1168,The Bogeyman (7 Photographs),Duane Michals,1973,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3502,1168,People Eat People (6 Photographs),Duane Michals,1974,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3503,1168,Someone Left A Messaae For You (4 Photographs),Duane Michals,1974,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3504,1168,Alice's Mirror (7 Photographs),Duane Michals,1974,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3505,1168,Something Strange Is Happening (9 Photographs),Duane Michals,1975,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3506,1168,Take One And See Mt. Fujiyama (15 Photographs),Duane Michals,1975,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3507,1168,I Dream The Perfect Day In New York City (12 Photographs),Duane Michals,1977,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3508,1168,I Build A Pyramid (6 Photographs),Duane Michals,1978,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3509,1168,Mr. Inch Me Meets Mr. Pinch Me (17 Photographs),Duane Michals,1979,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3510,1168,Burlesque (9 Photographs),Duane Michals,1979,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3511,1168,Portrait Of Harry Torczyner (3 Photographs),Duane Michals,1981,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3512,1168,Christ In New York (6 Photographs),Duane Michals,1981,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3513,1168,The Return Of The Prodigal Son (5 Photographs),Duane Michals,1982,Photographs Sequences,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3514,1168,Black Is Ugly,Duane Michals,1974,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3515,1168,He Thought That She Was Kind,Duane Michals,1974,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3516,1168,This Photograph Is My Proof,Duane Michals,1974,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3517,1168,A Letter From My Father,Duane Michals,1975,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3518,1168,The Man Who Invented Himself,Duane Michals,1975,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3519,1168,There Is No China,Duane Michals,1975,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3520,1168,Certain Words Must Be Said,Duane Michals,1976,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3521,1168,The Captive Child,Duane Michals,1976,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3522,1168,The Unfortunate Man Could Not Touch The One He Loved,Duane Michals,1976,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3523,1168,Inside And Outside,Duane Michals,1977,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3524,1168,There Are Things Here Not Seen In The Photograph,Duane Michals,1977,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3525,1168,Now Becoming Then,Duane Michals,1978,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3526,1168,Homageon Cavafy,Duane Michals,1978,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3527,1168,It Was The Happiest Moment,Duane Michals,1979,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3528,1168,C.L.E.A.N.,Duane Michals,1981,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3529,1168,Sleep And Dream,Duane Michals,1984,Photographs With Text (Published By Lustrum 1984),"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3530,1168,I Sit And See You Sleep,Duane Michals,1984,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3531,1168,Beirut,Duane Michals,1984,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3532,1168,Ah Dreams,Duane Michals,1984,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3533,1168,I Dreamt Last Night,Duane Michals,1984,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3534,1168,Wounded And In Disarray,Duane Michals,1984,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3535,1168,Like A One-Eyed Peeping Tom,Duane Michals,1984,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3536,1168,He Cupped Her Face,Duane Michals,1984,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3537,1168,The King Of Sleep,Duane Michals,1984,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3538,1168,Earth Dreams,Duane Michals,1984,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3539,1168,Man On Table,Duane Michals,1984,Photographs With Text,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3540,1168,A Failed Attempt To Photograph Reality,Duane Michals,1975,Text without photographs,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3541,1168,It Is Not That You Are Reading This,Duane Michals,1976,Text without photographs,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3542,1168,Shoppina With Mother,Duane Michals,1978,Text without photographs,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3543,1168,I Am Much Nicer Than God,Duane Michals,1980,Text without photographs,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3544,1168,The Pyramids By Moonlight (2 Exposures),Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3545,1168,The Burial Chamber At Cheops (2 Photographs),Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3546,1168,Children In Cairo,Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3547,1168,The Entrance To Cheops (3 Photographs),Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3548,1168,Giza,Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3549,1168,Giza,Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3550,1168,Anubis,Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3551,1168,The Great Head At Luxor,Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3552,1168,The Street Photographer At Aswan,Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3553,1168,My Portrait By The Street Photographer Of Aswan,Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3554,1168,Street Scene With Photographer At Aswan,Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3555,1168,The Pyramid Of Cheops By Moonlight,Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3556,1168,Homage To Egypt,Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3557,1168,Self-Portrait Asleep In The Tomb Of Mereruka At Sakkara,Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3558,1168,"The,Sphinx And Friends",Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3559,1168,The Temple Of Horus At Edfu (2 Exposures),Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3560,1168,The Pyramid Of Chephren By Moonlight,Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3561,1168,Three Figures At Night,Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3562,1168,Illuminated Pyramid With Figures,Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3563,1168,The Granit Chapel At Nekanedos (2 Exposures),Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3564,1168,Giza (2 Exposures),Duane Michals,1978,photograph series Egypt,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3565,1168,Portrait Of Esta Greenfield Smoking A Cigarette,Duane Michals,1978,"2 photographs, each 12 x 16.5)","1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3566,1168,Portrait Of Marc Boisseuil,Duane Michals,1978,(12 x 17) Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3567,1168,White Breton,Duane Michals,1979,(17 x 25.5)Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3568,1168,White Kertesz,Duane Michals,1979,(20X24)Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3569,1168,Esta Sees An Apparition,Duane Michals,1980,(26 x 33.5)Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3570,1168,Chris Purdy,Duane Michals,1980,"(photograph and drawing, each 14.5 x 19)","1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3571,1168,Dead Starling,Duane Michals,1980,"(photograph and drawing, each 14.5 x 19)","1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3572,1168,Lilies,Duane Michals,1980,"(photograph and drawing, each15 x 19)","1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3573,1168,Nude Study Of Esta,Duane Michals,1980,"(photograph and drawing, each 15 x 19.5)","1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3574,1168,Nude Study Of S.c.,Duane Michals,1980,"(photograph and drawing, each 15 x 19.5)","1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3575,1168,S.c.'S Back,Duane Michals,1980,"(photograph and drawing, each 15 x 19)","1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3576,1168,Knives,Duane Michals,1980,"(photograph and drawing, each 15 x 19)","1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3577,1168,Self-Portrait With Matisse And De Chico,Duane Michals,1980,(27 x 34)Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3578,1168,"The Original Cast Of ""Who's Afraid Of Virginia Woolf?"" And Cherries",Duane Michals,1980,(27 x 33.5)Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3579,1168,Portrait Of Richard Whelen And A White Cup,Duane Michals,1980,(26.5 x 34)Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3580,1168,Richard Whelen With Yellow Mask,Duane Michals,1980,(23 x 34)Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3581,1168,A Room At The Hotel Earle And Banana,Duane Michals,1980,(25.5 x 34.5)Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3582,1168,A Laundromat And Apple,Duane Michals,1980,(25.5 x 34) Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3583,1168,Arthur Sanzari And Shoe,Duane Michals,1980,(26 x 34) Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3584,1168,Portrait Of Christophe With Glass Of Water And Flower,Duane Michals,1980,(26.5 x 34) Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3585,1168,Tony Redhead And A Redwina Blackbird,Duane Michals,1980,(26.5 x 34) Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3586,1168,A Mouse Eating A Cookie,Duane Michals,1981,(26 x 33.5) Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3587,1168,Mechanical Bird And Pepper Shaker,Duane Michals,1982,(33 x 49) Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3588,1168,Violent Still Life,Duane Michals,1982,(33 x 49) Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3589,1168,Who Cut My Hat With A Razor?,Duane Michals,1982,(32 x 48) Drawings and overpainted photographs series,"1985_6_PHOTOGRAPHS,_SEQUENCES","Duane Michals: Photographs, Sequences, Texts 1958-1985"
3599,1170,Colosseum,Frederick Lee Brindell,n.d.,Painting,1985_5_PAINTINGS,Frederick Lee Brindell: Paintings
3600,1170,Quarry,Frederick Lee Brindell,n.d.,Painting,1985_5_PAINTINGS,Frederick Lee Brindell: Paintings
3601,1170,Civita Castellans,Frederick Lee Brindell,n.d.,Painting,1985_5_PAINTINGS,Frederick Lee Brindell: Paintings
3602,1170,Forest On Fire,Frederick Lee Brindell,n.d.,Painting; Atributed.,1985_5_PAINTINGS,Frederick Lee Brindell: Paintings
3603,1171,Singular Cruelties,Jon Thompson,1980-1981,Installation,1985_5_ARS_UNIVERSITAS,Jon Thompson: Ars Universitas
3604,1171,He Thought He Saw And Rattlesnake,Jon Thompson,1982,Installation,1985_5_ARS_UNIVERSITAS,Jon Thompson: Ars Universitas
3605,1171,Before Depiction,Jon Thompson,1984,Installation,1985_5_ARS_UNIVERSITAS,Jon Thompson: Ars Universitas
3606,1172,No Title,Josef Koudelka,1962-n.d.,Selection of photographs from the 1985 Hayward Gallery exhibition.,1985_3_PHOTOGRAPHS,Josef Koudelka: Photographs
3607,1173,"Osugt Ghepeys, O Sware Fanthsyen",Lili Dujourie,1982,,1985_1_L'INDIFFERENT,L'Indifferent
3608,1173,Pandora,Lili Dujourie,1983,,1985_1_L'INDIFFERENT,L'Indifferent
3609,1173,Untitled,Lili Dujourie,1983,,1985_1_L'INDIFFERENT,L'Indifferent
3610,1174,Portrait A La Veste Verte,Gerard Garouste,1984,,1985_1_L'INDIFFERENT,L'Indifferent
3611,1174,La Barque Et La Pecheur,Gerard Garouste,1984,,1985_1_L'INDIFFERENT,L'Indifferent
3612,1174,La Barque Et Le Pecheur-La Douleur,Gerard Garouste,1984,,1985_1_L'INDIFFERENT,L'Indifferent
3613,1175,The Shallow Ear Quickly Overflows,John Murphy,1984,,1985_1_L'INDIFFERENT,L'Indifferent
3614,1175,In My Throat Said The Moon,John Murphy,1984,,1985_1_L'INDIFFERENT,L'Indifferent
3615,1175,"And The Tongue, And The Throat",John Murphy,1984,,1985_1_L'INDIFFERENT,L'Indifferent
3616,1176,Portrait De LÕartiste Par Lui-Mme 1,Jan Vercruysse,n.d.,,1985_1_L'INDIFFERENT,L'Indifferent
3617,1176,Portrait De LÕartiste Par Lui-Mme 2,Jan Vercruysse,n.d.,,1985_1_L'INDIFFERENT,L'Indifferent
3618,1176,Portrait De LÕartiste Par Lui-Mme 3,Jan Vercruysse,n.d.,,1985_1_L'INDIFFERENT,L'Indifferent
3619,1177,Untitled Estuary Drawing,Boyd Webb,1984,,1985_1_L'INDIFFERENT,L'Indifferent
3620,1177,First Principles,Boyd Webb,1984,,1985_1_L'INDIFFERENT,L'Indifferent
3621,1177,Renounce,Boyd Webb,1983,,1985_1_L'INDIFFERENT,L'Indifferent
3739,1216,By Signal Rock,Ian McKeever,1984,Painting,1984_11_RECENT_PAINTINGS,Ian McKeever: Recent Paintings
3740,1216,Early Morning Ð The Needles,Ian McKeever,1983,Painting,1984_11_RECENT_PAINTINGS,Ian McKeever: Recent Paintings
3741,1216,A Good Season,Ian McKeever,1984,Painting,1984_11_RECENT_PAINTINGS,Ian McKeever: Recent Paintings
3736,1213,No Title,David Gallant,n.d.,photograph sequence featuring hands.,1984_9_PORTRAIT_PARTY,Portrait Party
3737,1214,No Title,Pidder Auberger,1983,a series of 12 large scale photographic portraits each measuring 121 x 236 cms,1984_9_PORTRAIT_PARTY,Portrait Party
3738,1215,Portrait Party Series,Tom Evans,1984,"photographs. On 5 February 1984 Tom Evans invited a number of people to ""come to a party and have your photograph taken.""",1984_9_PORTRAIT_PARTY,Portrait Party
3713,1137,No Details Available,Fred Baier,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3714,1195,No Details Available,Jeremy Broun,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3715,1196,No Details Available,Ashley Cartwright,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3716,1197,No Details Available,David Colwell,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3717,1198,No Details Available,John Coleman,n.d.,,1984_8_TABLES_AND,Tables and Chairs
3718,1199,No Details Available,David Field,n.d.,,1984_8_TABLES_AND,Tables and Chairs
